================================================================================
Log File for Training Session SN1
================================================================================
Epoch 1/150, Loss: 0.002796, PSNR: 31.948519 dB, SSIM: 0.888665

Epoch 2/150, Loss: 0.001378, PSNR: 29.595465 dB, SSIM: 0.896494

Epoch 3/150, Loss: 0.001289, PSNR: 31.956783 dB, SSIM: 0.898658

Epoch 4/150, Loss: 0.001296, PSNR: 32.504940 dB, SSIM: 0.906996

Epoch 5/150, Loss: 0.001213, PSNR: 32.721082 dB, SSIM: 0.910966

Epoch 6/150, Loss: 0.001209, PSNR: 31.608689 dB, SSIM: 0.907057

Epoch 7/150, Loss: 0.001201, PSNR: 32.111627 dB, SSIM: 0.912567

Epoch 8/150, Loss: 0.001152, PSNR: 33.043674 dB, SSIM: 0.913459

Epoch 9/150, Loss: 0.001154, PSNR: 32.944162 dB, SSIM: 0.915718

Epoch 10/150, Loss: 0.001170, PSNR: 33.077384 dB, SSIM: 0.914179

Epoch 11/150, Loss: 0.001120, PSNR: 33.259706 dB, SSIM: 0.917113

Epoch 12/150, Loss: 0.001119, PSNR: 29.579109 dB, SSIM: 0.908677

Epoch 13/150, Loss: 0.001115, PSNR: 32.695281 dB, SSIM: 0.916495

Epoch 14/150, Loss: 0.001082, PSNR: 32.119018 dB, SSIM: 0.919220

Epoch 15/150, Loss: 0.001082, PSNR: 33.435205 dB, SSIM: 0.917731

Epoch 16/150, Loss: 0.001083, PSNR: 33.396651 dB, SSIM: 0.917764

Epoch 17/150, Loss: 0.001060, PSNR: 33.423032 dB, SSIM: 0.920540

Epoch 18/150, Loss: 0.001052, PSNR: 30.312824 dB, SSIM: 0.912929

Epoch 19/150, Loss: 0.001055, PSNR: 33.613353 dB, SSIM: 0.921815

Epoch 20/150, Loss: 0.001054, PSNR: 33.248120 dB, SSIM: 0.921499

Epoch 21/150, Loss: 0.001049, PSNR: 33.036467 dB, SSIM: 0.921258

Epoch 22/150, Loss: 0.001052, PSNR: 33.456742 dB, SSIM: 0.917945

Epoch 23/150, Loss: 0.001041, PSNR: 33.544358 dB, SSIM: 0.921604

Epoch 24/150, Loss: 0.001037, PSNR: 33.669443 dB, SSIM: 0.922754

Epoch 25/150, Loss: 0.001033, PSNR: 33.695032 dB, SSIM: 0.921722

Epoch 26/150, Loss: 0.001024, PSNR: 32.431286 dB, SSIM: 0.919776

Epoch 27/150, Loss: 0.001028, PSNR: 33.506980 dB, SSIM: 0.919800

Epoch 28/150, Loss: 0.001027, PSNR: 33.618754 dB, SSIM: 0.921366

Epoch 29/150, Loss: 0.001012, PSNR: 33.623911 dB, SSIM: 0.922280

Epoch 30/150, Loss: 0.001035, PSNR: 33.664870 dB, SSIM: 0.922530

Epoch 31/150, Loss: 0.001009, PSNR: 33.582131 dB, SSIM: 0.920253

